Name,Address,Zipcode,Phone,Email,Latitude,Longitude,city,country,email
Gregarious,"B1, Dayuan Central Park, No.777, Tianfu Second Street, Regular, Gaoxin District",610095,+86 15281002425,,30.5722599,104.0665099,Chengdu,China,1222@163.com
Brompton Junction Shenzhen (One Avenue）,"No.348, Fuhuayi Road, One Avenue Zhuoyue Center",518000,+86 13828763982,,22.5411828,114.05863,Shenzhen,China,yao.cai@jszhe.com
2 roues vertes,2939 Route de Baziège,31670,+33 771920855,,43.54745,1.51468,Labège,France,contact@2rouesvertes.fr
Fietsen Wildiers Gent, Brugsesteenweg 652,9030,+32 92390100,,51.07608689,3.678770913,Mariakerke,Belgium,gent@fietsenwildiers.be
Pedaleur Velp,Nordlaan 32,6881 RN,+31 263620001,,51.99444387,5.963427641,Velp,Netherlands,c.beltman@pedaleur.nl
Pro -M SAS di Biffi Giovanni & C.,Gallarate 108,20151,+39 0233404547,,45.49673,9.13291,Milano,Italy,eberswalde@emotion-technologies.de
Bike Republic Groot-Bijgaarden,Robert Dansaertlaan 9b,1702,+32 26811695,,50.86680488,4.274937439,Groot - Bijgaarden,Belgium,groot-bijgaarden@bikerepublic.be
Mammoth Sant Boi,Calle Hortells 2D 2E,8830,+34 936071990,,41.396192,2.164604,Sant Boi de Llobregat,Spain,barcelona.santboi@mammothbikes.com
Brickell Bikes,70 SW 12 St,33130,+1 3053733633,,25.76263791,-80.19437844,Miami,United States,info@brickellbikes.com
Happy Owl Cycle (Changi),482 Changi Road,419895,+65 87789528,,1.319251993,103.9135802,Singapore,Singapore,happyowl.cycle@gmail.com
Happy Owl Cycle (Oxley),"65 Ubi Road 1, #03-51, Oxley Bizhub",408729,+65 87781939,,1.33248977,103.8903307,Singapore,Singapore,happyowl.cycle@gmail.com
Fahrrad XXL Emporon GmbH & Co. KG,Filiale Dresden Nord,1139,+49 351288580,,51.06805395,13.68997689,Dresden,Germany,j.helbig@fahrrad-xxl.de
Fahrrad XXL Emporon GmbH & Co. KG,Filiale Halle,6112,+49 34523937240,,51.47917565,12.00788266,Halle / Saale,Germany,j.helbig@fahrrad-xxl.de
Fahrrad XXL Emporon GmbH & Co. KG,Filiale Chemnitz,9111,+49 37136777390,,50.8356546,12.91567323,Chemnitz,Germany,j.helbig@fahrrad-xxl.de
S.A.R.L. DROP,25 Rue de la République,19100,+33 643487819,,45.15785,1.53122,Brive-La-Gaillarde,France,emeric@shopdrop.fr
Altermove Reims,6 Parvis Camille Muffat (UCPA Sport Station),51100,+33 752033453,,49.25834,4.0389,Reims,France,contact.altermovereims@gmail.com
A Fudge Addlestone,75 Station Road,KT15 2AR,+44 1932820716,,51.371785,-0.4913353,Addlestone,United Kingdom,addlestone@fudgescycles.com
Ebikelovers Cascais,"vª, Av. Infante Dom Henrique 1027",2750-169,+351 910093103,,38.7043186,-9.4347919,Cascais,Portugal,ebikeloverscascais@gmail.com
Urkai Inc.,Unit 2-1062 860 Cumberland Ave,L7N 3V1,+1 8002200150,,43.3553637,-79.791367,Burlington,Canada,hello@urkai.com
The Bike Shop Bali,"Ikat Plaza, Jl. Bypass Ngurah Rai No.505, Pemogan, Denpasar Selatan",80221,+62 3618465531,,-8.721781308,115.1915021,Bali,Indonesia,info@thebikeshopbali.com
Bike Republic Veurne,Vaartstraat 19,8630,+32 58460098,,51.07152096,2.67101481,Veurne,Belgium,veurne@bikerepublic.be
Cyclable Le Havre,58 avenue René Coty,76600,+33 628373180,,49.49731,0.11293,Le Havre,France,pierre.viard@cyclable.com
Ciclissimo Basel,"Hammerstrasse 142,",4057,+41 616831515,,47.56757165,7.595236224,Basel,Switzerland,basel@ciclissimo.ch
FALTRAD TÜBINGEN,Pfleghofstraße 5,72070,+49 70715684308,,48.520662,9.056817,Tübingen,Germany,mail@faltrad-tuebingen.de
LAP Bikes,47 Little Britain,EC1A 7BH,+44 2083966983,,51.5052208,0.0166861,London,United Kingdom,info@lapbikes.com
Mega Bike,A. Bardelli 4,33035,+39 0432544523,,46.0863512,13.181996,Martignacco,Italy,commerciale@megaintersport.it
E4.bike GmbH,Marktstraße 10,74523,+49 79197810425,,49.11481715,9.737374216,Schwäbisch Hall,Germany,info@e4.bike
Bike Factory (Cheonan),"1F, 7, Buldang 16-gil, Seobuk-gu, Cheonan-si, Chun",31169,+85 1058867878,,0,0,Cheonan,Republic Of Korea,limpro3428@naver.com
Edinburgh Bicycle Cooperative Bruntsfield,8 Alvanley Terrace,EH9 1DU,+44 1312283565,,55.937721,-3.20273,Edinburgh,United Kingdom,supplier-bruntsfield@edinburghbicycle.com
Bikes & Coffee,Retail 20 G/F Uptown Parade 9th Ave. corner 36th S,1634,+63 9563616598,,0,0,Taguig City,Philippines,hcocyclery.info@gmail.com
Just Ride (Ulsan),"1F, 22, Saecheonnyeon-daero 1249beon-gil, Buk-gu,",37585,+82 1029401557,,0,0,Ulsan,Republic Of Korea,seasun1@naver.com
Antonio Ramon Molina Marquez,Calle Molinos 20,18009,+34 958568020,,37.1730568,-3.5930526,Granada,Spain,bicicletaslaestacion@gmail.com
Tracce Bike Shop,Corso Montegrappa,16137,+39 0103624782,,44.4108197,8.9490351,Genova,Italy,info@traccebikes.com
British Cycle Square,"59/115-6 Prachacheun Road, 12 Tungsonghong Laksi",10210,+66 25915987,,13.869128,100.5488848,Bangkok,Thailand,cs@britishcyclesquare.com
South Downs Bikes Broadwater,41 Broadwater Street West,BN14 9BY,+44 1903298242,,50.8317639,-0.379828006,Worthing,United Kingdom,broadwater@southdownsbikes.com
Bike Republic Turnhout,38 Parklaan Unit 1B,2300,+32 14750833,,51.31220578,4.938387883,Turnhout,Belgium,turnhout@bikerepublic.be
Bike Gallery,74 Auburn Parade,3123,+61 398822031,,-37.83201,145.05005,Melbourne,Australia,sales@bikegallery.com.au
Cyclable Aix En Provence,13 RUE FERNAND DOL,13100,+33 442675090,,43.52597,5.45182,Aix En Provence,France,aix-en-provence@cyclable.com
Dorleta Zubero Aldecoa,c/ Diputación 3,48009,+34 944231686,,43.26290562,-2.932060297,Bilbao,Spain,ciclos-zubero@hotmail.com
Bicycle Store - République,17 Boulevard du Temple,75003,+33 952663165,,48.8641902,2.3657421,Paris,France,contact@bicyclestore.fr
Okocicle,"C. del Padre Francisco Palau y Quer, 1",28046,+34 665041376,,40.47426639,-3.686075847,Madrid,Spain,info@okocicle.com
JC Bike 48,"Jl. Abdul Rahman Saleh No 48, Husen Sastranegara, Kec. Cicendo",40174,+62 81212889926,,-6.907405733,107.5827085,Bandung,Indonesia,jcbicycle48@gmail.com
Jogja Bike Gallery,"Jl. Letjen Suprapto No 369 (Ruko Ambasador), Pringgokusuman, Gedong Tengen",55272,+62 87780999789,,-7.790281269,110.3576478,Yogyakarta,Indonesia,jogjabikegallery@gmail.com
Mad Dogs & Englishmen,"Mill Valley Lumber Yard, 129 Miller Avenue, Suite 802 ",94941,+1 4159685334,,37.9035675,-122.5441572,Mill Valley,United States,info@maddogsenglishmen.com
Mad Dogs & Englishmen,1080 Coast Village Road ,93108,+1 8319203197,,34.4217363,-119.6489501,Santa Barbara,United States,info@maddogsenglishmen.com
Mad Dogs & Englishmen,"Monterey Plaza Hotel, 400 Cannery Row, Suite C ",93940,+1 8319203197,,36.6121333,-121.8979275,Monterey,United States,info@maddogsenglishmen.com
fahrrad.de Store Stuttgart,Rotenwaldstraße 154,70197,+49 71140042403,,48.76619288,9.148520831,Stuttgart,Germany,stuttgart@fahrrad.de
Ebike Gibraltar,Imperial Ocean Plaza,GX11 1AA,+350 56004948,,36.14613985,-5.35391089,Gibraltar,Gibraltar,info@ebike-gibraltar.com
Mike's Bikes Sacramento,1411 I Street,95814,+1 9164462453,,38.5801099,-121.4869007,Sacramento,United States,
Zweirad JOOS - E-Bike-Center Immenstaad,Gehrenbergstraße 1B,88090,+49 75457499984,,47.67158295,9.377939756,Immenstaad am Bodensee,Germany,verkauf.immenstaad@zweirad-joos.de
Zweirad JOOS - Hauptfiliale Radolfzell,Schützenstraße 11+14,78315,+49 7732823680,,47.73906895,8.968907716,Radolfzell am Bodensee,Germany,verkauf.radolfzell@zweirad-joos.de
Zweirad JOOS - E-Bike-Center,Schützenstraße 11+14,78315,+49 77328236870,,47.73906895,8.968907716,Radolfzell am Bodensee,Germany,ebc.radolfzell@zweirad-joos.de
Zweirad JOOS - Ravensburg,Eywiesenstraße 5/12,88212,+49 77319761943,,47.7926359,9.618321836,Ravensburg,Germany,verkauf.ravensburg@zweirad-joos.de
Zweirad JOOS - Lagerverkauf Gottmadingen,Industriepark 301,78244,+49 77319761943,,47.73860602,8.788418444,Gottmadingen,Germany,verkauf.gottmadingen@zweirad-joos.de
Zweirad JOOS - Lagerverkauf Konstanz,Am Dachsberg 12,78479,+49 75318076718,,47.69996666,9.118345549,Konstanz-Reichenau,Germany,verkauf.konstanz@zweirad-joos.de
Bike Republic Oudsbergen,117 Weg op Bree,3670,+32 011792070,,51.10257779,5.537602541,Oudsbergen,Belgium,oudsbergen@bikerepublic.be
Bike Republic Sint-Denijs-Westrem,Kortrijksesteenweg 1078,9051,+32 092470471,,51.02177476,3.692974177,Gent,Belgium,sint-denijs-westrem@bikerepublic.be
Cyclable Parly 2 E.T.'S Bike,6 Avenue Charles de Gaulle,78150,+33 952694838,,48.8291801,2.1186054,Le Chesnay-Rocquencourt,France,parly2@cyclable.com
Sigma Sport Electric store,7-9 Thames Street,KT1 1PH,+44 3330068833,,51.4101818,-0.306860319,Kingston upon Thames,United Kingdom,kingston@sigmasports.com
Brompton Junction Shenzhen (One Avenue),"No.348, Fuhuayi Road, One Avenue Zhuoyue Center",518000,+86 13828763982,,22.5411828,114.05863,Shenzhen,China,yao.cai@jszhe.com
Bicyclic Nivelles,1 Rue du Commerce,1400,+32 43880031,,50.59479191,4.366913588,Nivelles,Belgium,nivelles@bicyclic.be
Borneo Bike Shop,"Grandcity Ruko Palladium J-01, Batu Ampar, Kec. Balikpapan Utara, Kalimantan Timur",76114,+62 81254552300,,-1.22303133,116.8780032,Balikpapan,Indonesia,borneobikeshop@gmail.com
alleliebenfahrrad GmbH,Villastr. 14,70190,+49 71147988737,,48.7941739,9.2030228,Stuttgart,Germany,service@alf-stuttgart.de
VÉLO 360,Im Gellert 65a,85296,+49 1728205113,,0,0,Rohrbach,Germany,info@velo360.bike
Bike Boutique Frankfurt,Gallusanlage 7,60547,+49 6997766044,,50.10974457,8.671409758,Frankfurt am Main,Germany,beratung@bikeboutique.bike
JERRY BIKE Rental,75 Avenue Georges Pompidou,40130,+33 659140224,,43.65379,-1.44099,Capbreton,France,jerry@jerry-bike-rental.com
Holland Bikes Lyon,28 Quai Victor Augagneur,69003,+33 472042249,,45.757093,4.840762,Lyon,France,lyon@hollandbikes.com
Tao Bike,"Avenida Madrid 26, Local 39",3503,+34 966175739,,38.53527,-0.109528,Benidorm,Spain,taotourism@gmail.com
Terre de Cycle,12 Rue de la Briquerie,44350,+33 0240601339,,47.3237009,-2.4122204,Guérande,France,terredecycle@orange.fr
WeCycle (Wuhan K11),"L100-L102, K11 Art Mall, No. 628 Jiefang Avenue",430030,+86 13971270954,,30.57894709,114.265053,Wuhan,China,sally.shen@stctri.com
WeCycle (Ningbo The MixC),"L106, The MixC, No. 265 Qinghe Road",315020,+86 13162610403,,29.90666887,121.5594135,Ningbo,China,sally.shen@stctri.com
Brompton Junction Chengdu (Yanlord),"L108, Yanlord Area A, No. 1 South Renmin Road",610011,+86 18581898778,,30.89009378,114.371495,Chengdu,China,yao.cai@jszhe.com
Cycles Cesbron Saumur,"Rue de l'Avenir,  Zone du Champ Blanchard",49400,+33 241676932,,0,0,Distré,France,info@cyclescesbron.fr
Ridewill SRL,Via Socrate 6,22070,+39 0315476941,,45.7606022,9.0813804,Casnate con Bernate,Italy,info@ridewill.it
e-motion e-Bike Welt Ismaning,Durachweg 8,85737,+49 89215466911,,0,0,Ismaning,Germany,ismaning@emotion-technologies.de
Bikeary Bicycle Lifestyle,77a Sct. Tobias Street,1103,+63 9190990418,,14.63752251,121.0315026,Quezon City,Philippines,thegals@bikeary.com
Loyalindo,"Jl. Gajah Mada No.161-163, Kec. Pontianak Sel.",78122,+62 561738394,,-0.04134,109.34548,Pontianak,Indonesia,loyalindo@gmail.com
Conte's Bike Shop DC Navy Yard,1331 4th St. SE. Suite 107 ,20003,+1 2025589866,,38.8743138,-77.0009351,Washington DC,United States,d.conte@contebikes.com
Conte's Bike Shop DC Logan Circle,1412 Q Street NW,20009,+1 2023872453,,38.9109271,-77.0325857,Washington DC,United States,d.conte@contebikes.com
Conte's Bike Shop  VA Old Town Alexandria,1100 King Street,22314,+1 5714827701,,38.8053613,-77.0516116,Alexandria,United States,c.ebenkamp@contebikes.com
Conte's Bike Shop DC Cathedral Heights,3410 Wisconsin Avenue NW,20016,+1 2023910804,,38.9350775,-77.0729706,Washington DC,United States,jchaale@contebikes.com
808 Cycles,"9 King Albert Park, #02-01 KAP Mall",598332,+65 98208642,,1.337238569,103.7792166,Singapore,Singapore,sales@808cycles.com
Le Trinitain,44 Cours des Quais,56470,+33 256543057,,47.59004,-3.02932,La Trinité-sur-Mer,France,contact@letrinitain.bzh
En Selle Marcel - Aix En Provence,48 Avenue Armand Lunel,13100,+33 442603158,,43.52645,5.4414,Aix-en-Provence,France,lunel@ensellemarcel.com
Evans Cycles Leeds Infirmary,14 Infirmary Street,LS1 2JP,+44 3439093269,,53.79739,-1.5491,Leeds,United Kingdom,manager.leedsinfirmaryev@evanscycles.com
ENJOYYOURBRANDS GmbH,Eleonorenstr. 20,30449,+49 51120029090,,52.3683759,9.7157227,Hannover,Germany,service@enjoyyourbike.com
Zeno Lohmaier,Lilienthalstraße 19,85296,+49 84429211222,,48.60784849,11.57872959,Rohrbach,Germany,rainer.gerstmann@brompton.co.uk
Evans Cycles Keighley,53 Cavendish Street,BD21 3RB,+44 3439092788,,53.86796474,-1.906090767,Keighley,United Kingdom,manager.keighleyev@evanscycles.com
Pedales-Radstation,Babelsberger Straße 10,14473,+49 33188719917,,52.39273492,13.06543645,Potsdam,Germany,radstation@potsdam-per-pedales.de
Be Bike SARL,10 Lotissement Vulcalux,L8399,+352 661666007,,49.6469008,5.9555852,Windhof,Luxembourg,info@bebike.lu
Biker Drongen,144 Beekstraat,9031,+32 92863430,,0,0,Gent,Belgium,drongen@bikerfietsen.be
Auftragsrad GmbH,Roelckestraße 92,13088,+49 30549059692,,52.566101,13.46377,Berlin,Germany,service@auftragsrad.de
Pastel - Turbigo,38 Rue de Turbigo,75003,+33 171706159,,48.86476327,2.353373768,Paris,France,hello.turbigo@pastel-cycles.com
MUNIX FINEST BICYCLES PASING,Landsberger Straße 497,81241,+49 89588054230,,48.14621147,11.46429038,München,Germany,team@cycle-pasing.de
MUNIX FINEST BICYCLES & STILRAD°°,Leopoldstraße 154,80804,+49 89588054220,,48.17003289,11.58626814,München,Germany,info@munixfinestbicycles.de
Yinyan Space (Nanjing),"2F-27, Hexi Tianjie Mall, No.89 Yunlongshan Road",210000,+86 13414977829,,32.05,118.7667,Nanjing,China,wu_ei@foxmail.com
Evans Cycles Burton on Trent,30 Lichfield Street Burton upon Trent,DE14 3RH,+44 3439093268,,52.79974466,-1.633856913,Burton-on-Trent,United Kingdom,manager.burtonontrentev@evanscycles.com
Bikecafe,180 Corso Torino,10064,+39 0121398187,,44.88601476,7.338336173,Pinerolo,Italy,info@bikecafe.com
e-motion e-Bike Welt Schwarzenfeld,Böttgerstraße 48,92521,+49 9435301898800,,49.39141798,12.12776195,Schwarzenfeld,Germany,schwarzenfeld@emotion-technologies.de
RE Shanghai (Taikoo),"No.1-9, Taikoo Qiantan, No.500 Dongyu Road",200000,+86 18611865868,,31.155272,121.4818665,Shanghai,China,liuzhifei9999@163.com
Loto Cicli,Via San Giovanni Bono 41/a,46100,+39 3664893943,,45.17292591,10.78369427,Mantova,Italy,alberto.rovesti@gmail.com
En Selle Marcel Nice,1 Rue d'Italie,6000,+33 493802691,,43.70311,7.26625,Nice,France,italie@ensellemarcel.com
Yinyan Space (Nanjing),"2F-27, Hexi Tianjie Mall, No.89 Yunlongshan Road,",210000,+86 13414977829,,32.05,118.7667,Nanjing,China,wu_ei@foxmail.com
Shanghai RE (Taikoo),"No.1-9, Taikoo Qiantan, No.500 Dongyu Road, Pudong",200000,+86 18611865868,,31.155205,121.4782,Shanghai,China,liuzhifei9999@163.com
e-motion e-Bike Welt Offenburg,Heinrich-Hertz-Straße 13b,77656,+49 78163929980,,48.47463473,7.930157877,Offenburg,Germany,offenburg@emotion-technologies.de
Planet Sports - Grand Indonesia,"3A Floor, East Mall, Jl. M.H. Thamrin No.1, RT.1/RW.5, Kebon Melati, Menteng",10310,+62 2123580409,,-6.195556,106.821944,Jakarta,Indonesia,alvina.christina@mapactive.id
e-motion e-Bike Welt Inntal,Winhöringer Straße 21,84513,+49 15207703190,,48.26078418,12.60111709,Töging am Inn,Germany,inntal@emotion-ebikes.de
WeCycle (Jiuguang),"M101-5, No.2188 Gonghexin Road",200002,+86 18361289728,,31.27636719,121.4513057,Shanghai,China,sally.shen@stctri.com
Feral Cat Bicycle,"1F, 138-11, Munjeong-Dong, Songpa-Gu",138-200,+82 1026204842,,0,0,Seoul,Republic Of Korea,alena33@bikey.co.kr
bb5 HQ (YongSan),"1F, Jin-Yeong Bldg., 185-3, Seobinggo-Dong",4384,+82 264019770,,0,0,Yongsan-Gu,Republic Of Korea,ybjinpark@gmail.com
Factory One,"1F, 453, Jeungsan-ro, Eunpyeong-gu",3450,+82 24640254,,0,0,Seoul,Republic Of Korea,factoryonekr@gmail.com
Dream Bike,"No.108, Cheongwon Lakeville, 727-2, Janghang-Dong,",10366,+82 1091661301,,0,0,Goyang-Si,Republic Of Korea,dadame@nate.com
Full-Outer,"1F, 91-25, Jayang-Dong, Gwangjin-Gu",5086,+82 222055350,,0,0,Seoul,Republic Of Korea,fullouter@gmail.com
VeloFix,"332-110, Junghwa-2-Dong, Jungnang-Gu",2015,+82 7086155072,,0,0,Seoul,Republic Of Korea,marzocchi@naver.com
WECLE ChungDam Store,"1F, 37, Seolleung-ro 152-gil",135-100,+82 25485199,,0,0,Gangnam-gu,Republic Of Korea,wecle.yeouido@sanbadasports.co.kr
WECLE YeoUiDo Store,"B1F, 16, Gukjegeumyung-ro 8-gil",7330,+82 27805199,,0,0,"Yeongdeungpo-gu,",Republic Of Korea,wecle.store@sanbadasports.co.kr
Wecycle (Jiuguang),"M101-5, No.2188 Gonghexin Road",200002,+86 18361289728,,31.26851598,121.4538533,Shanghai,China,sally.shen@stctri.com
Velo Art (Chengdu),"B102-B103, No.28 Binsheng Street, Qingyang District",610011,+86 18675820114,,30.66170355,104.0586913,Chengdu,China,sun@veloart.cn
Evolution Bikes,334 Beaufort Street,6000,+61 861613899,,-31.94305895,115.866818,Perth,Australia,info@evolutionbikes.com.au
Jesler Bicycles -Taichung,"No. 32-18, Yongchun Road, Nantun District",408,+886 423806292,,24.14055996,120.6267782,Taichung,Taiwan (Province Of China),metroasis2006@gmail.com
SY Bike-Nantun,"1F., No.290, Fengfu Rd., Nantun District",408024,+886 424736261,,24.1336989,120.648385,Taichung City,Taiwan (Province Of China),syoungbike167290@gmail.com
Cycleworld,317 Concord Road,2138,+61 297396530,,-33.84829007,151.0896918,Concord West,Australia,sales@cycleworld.com.au
Cycles Cesbron Laval,"ZA de, La Bouteillerie",53940,+33 243909426,,48.065675,-0.80376,Saint-Berthevin,France,contact@cyclescesbron.fr
Monsieur Pignon Madame Guidon - Toulouse,32 Rue des Lois,31000,+33 561217932,,43.60588,1.44146,Toulouse,France,toulouse@monsieurpignonmadameguidon.com
Velo Art (Guangzhou),"Shop 105, 289 Art Space, Guangzhou Middle Avenue",510601,+86 18675820114,,23.123986,113.314721,Guangzhou,China,sun@veloart.cn
Little John Bikes Berlin-Steglitz,Rheinstraße 41,12161,+49 3085408950,,52.46530258,13.32903639,Berlin,Germany,berlin-steglitz@littlejohnbikes.com
Little John Bikes Falkensee,Spandauer Straße 112,14612,+49 35156349730,,52.56024543,13.12846899,Falkensee,Germany,falkensee@littlejohnbikes.com
VELOBOX GmbH,Bergstraße 8,29664,+49 51614811870,,0,0,Walsrode,Germany,info@velobox-walsrode.de
Conte's Bike Shop Arlington,3449 Wilson Blvd,22201,+1 5718003126,,38.8826596,-77.1016092,Arlington,United States,m.cox@contebikes.com
"The Electric Bike Shop, Battersea",324 Battersea Park Road,SW11 3BX,+44 02077389469,,51.47103976,-0.169603538,London,United Kingdom,battersea@theelectricbikeshop.co.uk
Mammoth Terrassa,Carretera de Montcada 398,8223,+34 937855068,,41.55737589,2.021054585,Terrassa,Spain,almacen.administracion@barrabes.com
Evans Cycles Stafford,Unit 1B/C Riverside Shopping Centre,ST16 3AL,+44 3439091987,,52.80508,-2.11223,Stafford,United Kingdom,manger.riversidestaffordev@evanscycles.com
Escapa Sabadell,Carrer de Montserrat 180,8201,+34 937451074,,41.54233173,2.104945506,Sabadell,Spain,infosabadell@biciescapa.com
Little John Bikes Berlin-Steglitz,Rheinstraße 41,12161,+49 3085408950,,52.46530258,13.32903639,Berlin,Germany,berlin-steglitz@littlejohnbikes.com
Little John Bikes Falkensee,Spandauer Straße 112,14612,+49 33224260117,,52.56024543,13.12846899,Falkensee,Germany,falkensee@littlejohnbikes.com
Velo Art (Huizhou),"No.4-6, Huishadiyi Road, Huicheng District",516000,+86 1766606000,,23.08441398,114.4092029,Huizhou,China,hz@veloart.cn
CycleCorp,"Jl. Kutai No.53, Darmo, Wonokromo",60261,+62 3199547851,,-7.2925463,112.7333875,Surabaya,Indonesia,cyclecorp@rodamandirisejati.com
RadProfi Düsseldorf GmbH,Krefelder Straße 1,40549,+49 211158800889,,51.2347426,6.7158264,Düsseldorf,Germany,info@radprofi-duesseldorf.de
Evans Cycles Bracknell Princess,Evans Cycles 7 Princess Square,RG12 1LS,+44 3439092985,,51.41546,-0.7506,Bracknell,United Kingdom,manager.bracknellprincess@evanscycles.com
Monsieur Vélo,Friedrichstraße 17,10969,+49 3025796565,,52.50259334,13.39128107,Berlin,Germany,info@monsieurvelo.com
Brilliant Bikes,"13 - 14 Broomhall Buildings, Chobham Road, Sunni",SL5 0DU,+44 8007561284,,51.39272,-0.62832,Ascot,United Kingdom,hello@brilliantbikes.co.uk
Zweirad Hackmann GmbH,Osteck 1,26892,+49 4963905630,,0,0,Dörpen,Germany,info@zweirad-hackmann.de
Bikey Bike Weimar,Steubenstraße 19A,99423,+49 15126337537,,50.98242377,11.32551434,Weimar,Germany,hello@bikeybike.de
AITA Cycle (Shanghai),"Building 6 No.103A, No.8 Hengshan Road, Xuhui District",200002,+86 18600968509,,31.20594344,121.4471859,Shanghai,China,18600968509@126.com
Velo Station Toulouse Esquirol,1 Rue de Metz,31000,+33 582952614,,43.59989,1.44133,Toulouse,France,31toulouse-esquirol@velostation.com
StarTeam,SS7 Appia 41,81100,+39 3351335036,,41.04729613,14.34659027,Caserta,Italy,robinsonsrl2020@gmail.com
Escapa Barcelona Carrer Viladomat,Carrer de Viladomat 310,8029,+34 934197889,,41.38945,2.14441,Barcelona,Spain,jherrero@biciescapa.com
Mammoth Valparaiso,Plaza de Valparaíso 8,28016,+34 9173777770,,40.45482,-3.68072,Madrid,Spain,madrid.valparaiso@mammothbikes.com
Sportland,Viale Sant'Eufemia 108/F,25135,+39 3769321,,45.51796835,10.28636446,Brescia,Italy,magazzino@sportlandweb.it
Morning Cycles Namur,100 Rue des Brasseurs,5000,+32 8130055,,50.46207295,4.864428211,Namur,Belgium,namur@morningcycles.com
Velogik,32 Rue de la Thibaudière,69007,+33 426785134,,45.74987,4.8458729,Lyon,France,vla.lyon7@velogik.com
Ridy Paris 16,1 Rue Jean de la Fontaine,75016,+33 983332566,,0,0,Paris,France,hello@ridy.fr
The Electric Bike Shop Cardiff,140 Queen Street,CF10 2GP,+44 2922806900,,0,0,Cardiff,United Kingdom,info@theelectricbikeshop.co.uk
Ridy Nantes,19 Quai Ferdinand Favre,44000,+33 983332566,,47.21487,-1.54425,Nantes,France,hello@ridy.fr
Pervelo,113 Rooigemlaan,9000,+32 92797097,,51.05553006,3.695591866,Gent,Belgium,info@pervelo.be
Graines de Vélo,Chaussée de Wavre 49,5030,+32 484885347,,50.5726078,4.691258089,Gembloux,Belgium,nicolas.hanssens@grainesdevelo.be
Bike Republic Aalst,Gentsesteenweg 171,9300,+32 53435556,,0,0,Aalst,Belgium,aalst@bikerepublic.be
Bike Republic Ninove,Brakelsesteenweg 240,9406,+32 54343934,,0,0,Ninove,Belgium,ninove@bikerepublic.be
Y's Road・お茶の水,東京都千代田区神田小川町1-6-1　宝ビルB1F-2F,101-0052,+81 352444948,,35.6952112,139.7662862,千代田区,Japan,
ブルーラグ代々木公園,東京都渋谷区富ヶ谷1-43-3 1F,151-0063,+81 364168532,,35.6670334,139.6910377,渋谷区,Japan,
Y's Road・新宿クロスバイク館,東京都新宿区新宿2-19-1　ビッグス新宿ビルB2F,160-0022,+81 353121485,,35.6912925,139.7076516,新宿区,Japan,
カルマックスタジマ,東京都国立市富士見台2-9-1,186-0003,+81 425751568,,35.6838837,139.4471367,国立市,Japan,
ル・サイク 立川店,東京都立川市緑町3-1　GREEN SPRINGS 1F,190-0014,+81 425193658,,35.7035265,139.4114377,立川市,Japan,
トイファクトリー東京,東京都町田市鶴間3-4-1　グランベリーパークヒルサイドヴィラ1階　F104,194-0004,+81 428505548,,35.5087156,139.4726081,町田市,Japan,
Y's Road・東大和,東京都東大和市芋窪5-1137-1,207-0033,+81 425169455,,35.7476112,139.4143187,東大和市,Japan,
Y's Road・川崎,神奈川県川崎市川崎区砂子2-10-2　川崎ミッドマークタワー1F/2F,210-0006,+81 442211531,,35.5294176,139.7011491,川崎市,Japan,
Y's Road・茅ヶ崎,神奈川県茅ヶ崎市中海岸4-12986-52　サザンビーチヒルズ2F,253-0055,+81 467841555,,35.3181233,139.3991607,茅ヶ崎市,Japan,
ル・サイク 土浦店,茨城県土浦市有明町1-30　プレイアトレ土浦1F,300-0035,+81 298463192,,36.0779027,140.2056185,土浦市,Japan,
Y's Road・宇都宮じてんしゃの杜,栃木県宇都宮市岩曽町1482,321-0973,+81 286785326,,36.5836264,139.9171417,宇都宮市,Japan,
Y's Road・越谷,埼玉県越谷市レイクタウン4-1-1　レイクタウンアウトレットセカンドアベニュー1階 NO147区画,343-0828,+81 489675041,,35.880307,139.8248826,越谷市,Japan,
Y's Road・志木,埼玉県志木市本町4-4-26　1F/2F,353-0004,+81 484710069,,35.8267963,139.578506,志木市,Japan,
Y's Road・熊谷,埼玉県熊谷市肥塚935-12,360-0015,+81 485803236,,36.1681096,139.3940178,熊谷市,Japan,
CYCLE YOSHIDA 高崎店,群馬県高崎市問屋町4-3-2,370-0006,+81 273638161,,36.346363,139.01446,高崎市,Japan,
CYCLETECH-IKD,群馬県高崎市若松町79,370-0836,+81 273870230,,36.3181636,139.0035848,高崎市,Japan,
バイシクルわたなべ 浜松店,静岡県浜松市浜北区貴布祢1200番地　プレ葉ウォーク浜北SC 1F,434-8502,+81 534894863,,34.7976728,137.7794985,浜松市,Japan,
トイファクトリー土岐,岐阜県土岐市土岐津町土岐口1372-1　イオンモール土岐1階,509-5122,+81 572565421,,35.3467955,137.1541853,土岐市,Japan,
ウエムラサイクルパーツ住之江本店,大阪府大阪市住之江区粉浜西2-7-7,559-0007,+81 666714402,,34.6180733,135.4882879,大阪市,Japan,
サイクルショップ輪娯ロード,大阪府豊中市桜の町6-8-23　ランドマーク豊中2F,560-0054,+81 668494013,,34.8018803,135.4700598,豊中市,Japan,
Y's Road・京都,京都府京都市中京区裏寺町595　グラン・レ・ジェイド京都河原町1F,604-8041,+81 752547827,,35.0060763,135.7679379,京都市,Japan,
